957731670|01/01/2023 02:33:00 PM|DBL PARK|427 LONDON ST San Francisco CA|POINT(-122.43555777699999 37.722293947000026)
958574595|01/01/2023 02:35:00 PM|DRIVEWAY|535 JUDAH ST San Francisco CA|POINT(-122.46764464299997 37.76207166800003)
958313941|01/01/2023 02:42:00 PM|DRIVEWAY|1041 SANCHEZ ST San Francisco CA|POINT(-122.42973779299996 37.75253784900008)
958574606|01/01/2023 02:54:00 PM|DRIVEWAY|1331 19TH AVE San Francisco CA|POINT(-122.47718904399994 37.76292988500006)
958560886|01/01/2023 03:02:00 PM|DRIVEWAY|180 SHIPLEY ST San Francisco CA|POINT(-122.40232261199998 37.78024707000003)
958313952|01/01/2023 03:21:00 PM|DRIVEWAY|2329 17TH ST San Francisco CA|POINT(-122.40674454899994 37.76452586500005)
1006402633|01/01/2023 03:56:00 PM|BUS ZONE|5278 MISSION San Francisco CA|POINT(-122.44240545999997 37.71482473700007)
1006402622|01/01/2023 03:56:00 PM|BUS ZONE|5278 MISSION STREET San Francisco CA|POINT(-122.44240545999997 37.71482473700007)
958574610|01/01/2023 04:19:00 PM|DRIVEWAY|789 10TH AVE San Francisco CA|POINT(-122.468050259 37.773615395000036)
958380920|01/01/2023 04:26:00 PM|DBL PARK|2742 MISSION ST San Francisco CA|POINT(-122.41853428699994 37.75313503000007)
958380883|01/01/2023 04:26:00 PM|TRNST ONLY|2714 MISSION ST San Francisco CA|POINT(-122.41856998399999 37.75351804500008)
958380942|01/01/2023 04:26:00 PM|DBL PARK|2746 MISSION ST San Francisco CA|POINT(-122.41852918799998 37.753080313000055)
958380916|01/01/2023 04:26:00 PM|DBL PARK|2730 MISSION ST San Francisco CA|POINT(-122.41854958599998 37.75329917900007)
958380894|01/01/2023 04:26:00 PM|TRNST ONLY|2716 MISSION ST San Francisco CA|POINT(-122.41856743399995 37.75349068600008)
1005782842|01/01/2023 04:35:00 PM|RESTRICTED|1 DR B GOODLETT San Francisco CA|POINT(-122.41849174786316 37.77939687256284)
PD36656583|01/01/2023 04:42:00 PM|DBL PARK|QUESADA AVENUE/3RD STREET San Francisco CA|POINT(-122.38588009630945 37.73018150627798)
957731681|01/01/2023 04:44:00 PM|DRIVEWAY|220 VIENNA ST San Francisco CA|POINT(-122.42720803099996 37.724762336000026)
958313963|01/01/2023 04:46:00 PM|DRIVEWAY|25 SIERRA ST San Francisco CA|POINT(-122.39541587999997 37.758333288000074)
958574621|01/01/2023 04:57:00 PM|DRIVEWAY|2905 CLAY ST San Francisco CA|POINT(-122.44099272599999 37.789846612000076)
958499113|01/01/2023 05:19:00 PM|DRIVEWAY|160 RUSS ST San Francisco CA|POINT(-122.40735491299995 37.77812653700005)
958428520|01/01/2023 05:22:00 PM|PK/CROSS|100 CROSS ST San Francisco CA|POINT(-122.44221398599996 37.713650855000026)
949794731|01/01/2023 05:32:00 PM|RED ZONE|1050 POST ST San Francisco CA|POINT(-122.41909842299998 37.786940780000066)
1006402655|01/01/2023 05:34:00 PM|BUS ZONE|2494 SAN BRUNO AVENUE San Francisco CA|POINT(-122.40465443499994 37.73017893600007)
1006402644|01/01/2023 05:37:00 PM|BUS ZONE|2726 SAN BRUNO AVENUE San Francisco CA|POINT(-122.40344866299995 37.727270299000054)
958428531|01/01/2023 05:42:00 PM|ON SIDEWLK|201 BRIGHTON AVENUE San Francisco CA|POINT(-122.45513314099998 37.72199221900007)
PD36656594|01/01/2023 05:46:00 PM|DBL PARK|2478 SAN BRUNO AVENUE San Francisco CA|POINT(-122.40482565699995 37.730595495000046)
958163334|01/01/2023 05:46:00 PM|ON SIDEWLK|875 BURNETT AVE San Francisco CA|POINT(-122.44495046799994 37.74893408200006)
958031174|01/01/2023 05:57:00 PM|ON SIDEWLK|217 HAMILTON ST San Francisco CA|POINT(-122.41040203799997 37.728228932000036)
958163345|01/01/2023 05:57:00 PM|RED ZONE|1800 OAK ST San Francisco CA|POINT(-122.44906374152501 37.771716737411786)
958163356|01/01/2023 05:58:00 PM|NO PLATES|1800 OAK ST San Francisco CA|POINT(-122.44906374152501 37.771716737411786)
958031185|01/01/2023 06:01:00 PM|ON SIDEWLK|235 HAMILTON STREET San Francisco CA|POINT(-122.41032513099998 37.728043488000026)
958163360|01/01/2023 06:06:00 PM|DRIVEWAY|443 CARL ST San Francisco CA|POINT(-122.45627475099997 37.764990139000076)
958499124|01/01/2023 06:08:00 PM|DBL PARK|1025 BUSH ST San Francisco CA|POINT(-122.41415053599997 37.78947115100004)
958499135|01/01/2023 06:12:00 PM|RED ZONE|1073 BUSH ST San Francisco CA|POINT(-122.41481463799994 37.78938791500008)
958031196|01/01/2023 06:17:00 PM|PK INTER|398 PRINCETON ST San Francisco CA|POINT(-122.41481138299997 37.72478242700004)
958163371|01/01/2023 06:21:00 PM|RED ZONE|501 BAKER ST San Francisco CA|POINT(-122.44131910199997 37.775582256000064)
949794742|01/01/2023 06:22:00 PM|ON SIDEWLK|1948 BUCHANAN STREET San Francisco CA|POINT(-122.43025207099998 37.787899121000066)
958031200|01/01/2023 06:22:00 PM|PK INTER|1199 BACON STREET San Francisco CA|POINT(-122.41437133799997 37.72480964600004)
958499146|01/01/2023 06:25:00 PM|WHITE ZONE|2700 JONES ST San Francisco CA|POINT(-122.41708123599994 37.80621985800008)
958422673|01/01/2023 06:26:00 PM|DRIVEWAY|790 45TH AVE San Francisco CA|POINT(-122.50575735499996 37.77373673000005)
958031211|01/01/2023 06:28:00 PM|DBL PARK|847 DWIGHT STREET San Francisco CA|POINT(-122.41069154599995 37.721789871000055)
PD35965355|01/01/2023 06:40:00 PM|DBL PARK|1839 IRVING STREET San Francisco CA|POINT(-122.47761870499994 37.763535930000046)
958031222|01/01/2023 06:55:00 PM|DRIVEWAY|30 BACHE STREET San Francisco CA|POINT(-122.41751224799998 37.73460830300007)
958163382|01/01/2023 06:55:00 PM|RED ZONE|199 HAYES ST San Francisco CA|POINT(-122.41868445099999 37.77742429500006)
958163393|01/01/2023 07:04:00 PM|NO EV REG|199 HAYES ST San Francisco CA|POINT(-122.41868445099999 37.77742429500006)
949794753|01/01/2023 07:07:00 PM|RED ZONE|2510 VAN NESS AVE San Francisco CA|POINT(-122.42392285599999 37.79871828900008)
958422684|01/01/2023 07:09:00 PM|DRIVEWAY|4345 CABRILLO ST San Francisco CA|POINT(-122.50516528699995 37.77347941000005)
949794764|01/01/2023 07:16:00 PM|DRIVEWAY|1570 OCTAVIA STREET San Francisco CA|POINT(-122.42660227854664 37.786748486746795)
958031233|01/01/2023 07:18:00 PM|NO PLATES|354 LOS PALMOS DRIVE San Francisco CA|POINT(-122.45074749499997 37.73534625900004)
958031244|01/01/2023 07:20:00 PM|NO PLATES|350 LOS PALMOS DRIVE San Francisco CA|POINT(-122.45074890399997 37.73540261800008)
1006402666|01/01/2023 07:21:00 PM|BUS ZONE|2 EXCELSIOR AVENUE San Francisco CA|POINT(-122.43356532699994 37.72620311900005)
958499161|01/01/2023 07:37:00 PM|PRK PROHIB|505 BROADWAY San Francisco CA|POINT(-122.40562194499995 37.79799550100006)
1006402681|01/01/2023 07:38:00 PM|BUS ZONE|5278 MISSION San Francisco CA|POINT(-122.44240545999997 37.71482473700007)
1006402692|01/01/2023 07:38:00 PM|REG TABS|5278 MISSION San Francisco CA|POINT(-122.44240545999997 37.71482473700007)
1006402386|01/01/2023 07:40:00 PM|BUS ZONE|850 BEACH STREET San Francisco CA|POINT(-122.42303395899995 37.80633491000003)
958499172|01/01/2023 07:40:00 PM|WHITE ZONE|1031 KEARNY ST San Francisco CA|POINT(-122.40542208999995 37.797582841000064)
1006402390|01/01/2023 07:45:00 PM|BUS ZONE|850 BEACH STREET San Francisco CA|POINT(-122.42303395899995 37.80633491000003)
958428553|01/01/2023 07:48:00 PM|PK PHB OTD|50 PETERS AVENUE San Francisco CA|POINT(-122.41950948199997 37.74503859600003)
958031255|01/01/2023 08:12:00 PM|FIRE HYD|1800 15TH STREET San Francisco CA|POINT(-122.42436957999996 37.76640508100007)
958031266|01/01/2023 08:16:00 PM|PLT LEF/AT|1839 15TH STREET San Francisco CA|POINT(-122.42496736699997 37.76635939400006)
958031270|01/01/2023 08:19:00 PM|NO PLATES|99 RAMONA AVE San Francisco CA|POINT(-122.42519668499995 37.76641594500006)
958163404|01/01/2023 08:21:00 PM|DRIVEWAY|3228 ANZA ST San Francisco CA|POINT(-122.48279534699998 37.77825523100006)
PD33460770|01/01/2023 08:54:00 PM|ON SIDEWLK|2801 SLOAT BLVD San Francisco CA|POINT(-122.50426564192378 37.73532533170752)
958422695|01/01/2023 09:02:00 PM|DRIVEWAY|2496 26TH AVE San Francisco CA|POINT(-122.48306532299995 37.74103527200003)
958422706|01/01/2023 09:06:00 PM|RED ZONE|2454 30TH AVE San Francisco CA|POINT(-122.48739683199994 37.74151926700006)
958163415|01/01/2023 09:17:00 PM|ON SIDEWLK|1717 LYON ST San Francisco CA|POINT(-122.44525408899995 37.78668999900003)
958163426|01/01/2023 09:37:00 PM|DRIVEWAY|725 FELL ST San Francisco CA|POINT(-122.42983189599994 37.775049753000076)
958499183|01/01/2023 09:52:00 PM|PRK PROHIB|61 MOSS ST San Francisco CA|POINT(-122.40791260999998 37.777687280000066)
958422710|01/01/2023 10:12:00 PM|DRIVEWAY|2142 44TH AVENUE San Francisco CA|POINT(-122.50280623099997 37.74664345300005)
949794775|01/01/2023 10:17:00 PM|DRIVEWAY|138 CERVANTES BOULEVARD San Francisco CA|POINT(-122.43975595799998 37.80436072400005)
949794786|01/01/2023 10:20:00 PM|DRIVEWAY|132 CERVANTES BOULEVARD San Francisco CA|POINT(-122.43969145599999 37.80432599300008)
958031292|01/01/2023 10:42:00 PM|DRIVEWAY|266 UPPER TERRACE San Francisco CA|POINT(-122.44508935699997 37.76293128800006)
958031303|01/01/2023 10:43:00 PM|NO PLATES|266 UPPER TERRACE San Francisco CA|POINT(-122.44508935699997 37.76293128800006)
949794790|01/01/2023 10:49:00 PM|DRIVEWAY|1440 SUTTER ST San Francisco CA|POINT(-122.42409693699994 37.78725638900005)
958499205|01/01/2023 11:02:00 PM|DRIVEWAY|50 JOICE ST San Francisco CA|POINT(-122.40826691599995 37.79171187000003)
958031314|01/01/2023 11:05:00 PM|ON SIDEWLK|2816 23RD STREET San Francisco CA|POINT(-122.40866970299999 37.75444189500007)
958499216|01/01/2023 11:07:00 PM|PK PHB OTD|50 JOICE ST San Francisco CA|POINT(-122.40826691599995 37.79171187000003)
958031325|01/01/2023 11:08:00 PM|NO EV REG|2816 23RD STREET San Francisco CA|POINT(-122.40866970299999 37.75444189500007)
958453915|01/02/2023 01:05:00 AM|STR CLEAN|535 EMBARCADERO San Francisco CA|POINT(-122.38767005799997 37.787516235000055)
958453926|01/02/2023 02:03:00 AM|STR CLEAN|1125 MISSION ST San Francisco CA|POINT(-122.41145612199995 37.778795235000075)
958453930|01/02/2023 02:04:00 AM|STR CLEAN|1125 MISSION ST San Francisco CA|POINT(-122.41145612199995 37.778795235000075)
958453941|01/02/2023 02:08:00 AM|STR CLEAN|679 MISSION ST San Francisco CA|POINT(-122.40165132399994 37.78653553200007)
958586462|01/02/2023 02:09:00 AM|STR CLEAN|637 MISSION ST San Francisco CA|POINT(-122.40040700499998 37.78751746200004)
958292521|01/02/2023 02:15:00 AM|STR CLEAN|735 3RD ST San Francisco CA|POINT(-122.39242451899997 37.77860342500003)
958483956|01/02/2023 02:16:00 AM|STR CLEAN|680 3RD STREET San Francisco CA|POINT(-122.39311648799998 37.77913960800004)
958453952|01/02/2023 02:17:00 AM|STR CLEAN|1010 MISSION ST San Francisco CA|POINT(-122.40905288199997 37.78070708000007)
958586473|01/02/2023 02:17:00 AM|STR CLEAN|1026 MISSION ST San Francisco CA|POINT(-122.40945239999996 37.780391447000056)
958453963|01/02/2023 02:18:00 AM|STR CLEAN|1038 MISSION ST San Francisco CA|POINT(-122.40975203799997 37.78015472200008)
958292532|01/02/2023 02:18:00 AM|STR CLEAN|130 3RD ST San Francisco CA|POINT(-122.40114892699995 37.78555832200004)
958586484|01/02/2023 02:19:00 AM|STR CLEAN|1066 MISSION ST San Francisco CA|POINT(-122.41034342999995 37.77968874800007)
958453974|01/02/2023 02:19:00 AM|STR CLEAN|1038 MISSION ST San Francisco CA|POINT(-122.40975203799997 37.78015472200008)
958586495|01/02/2023 02:20:00 AM|STR CLEAN|1068 MISSION ST San Francisco CA|POINT(-122.41037521799996 37.77966371400004)
958453985|01/02/2023 02:20:00 AM|STR CLEAN|1188 MISSION ST San Francisco CA|POINT(-122.41294985599995 37.77762981600006)
958453996|01/02/2023 02:21:00 AM|STR CLEAN|1188 MISSION ST San Francisco CA|POINT(-122.41294985599995 37.77762981600006)
958586506|01/02/2023 02:21:00 AM|STR CLEAN|1180 MISSION ST San Francisco CA|POINT(-122.41282298399994 37.777729571000066)
958454000|01/02/2023 02:22:00 AM|STR CLEAN|1190 MISSION ST San Francisco CA|POINT(-122.41298157399996 37.777604878000034)
958292543|01/02/2023 02:22:00 AM|STR CLEAN|623 KEARNY ST San Francisco CA|POINT(-122.40468988399999 37.79390439100007)
958292554|01/02/2023 02:23:00 AM|STR CLEAN|714 KEARNY ST San Francisco CA|POINT(-122.404811817 37.794587369000055)
958483960|01/02/2023 02:24:00 AM|STR CLEAN|905 KEARNY ST San Francisco CA|POINT(-122.40516565899998 37.79629031300004)
958292565|01/02/2023 02:24:00 AM|STR CLEAN|825 KEARNY ST San Francisco CA|POINT(-122.40499693099997 37.79550111900005)
958454011|01/02/2023 02:24:00 AM|STR CLEAN|1400 MISSION ST San Francisco CA|POINT(-122.41600796099999 37.77520365700008)
958586510|01/02/2023 02:25:00 AM|STR CLEAN|1460 MISSION ST San Francisco CA|POINT(-122.41662197 37.774715757000024)
958483971|01/02/2023 02:26:00 AM|STR CLEAN|1205 STOCKTON ST San Francisco CA|POINT(-122.40845687899997 37.79680227700004)
958454022|01/02/2023 02:31:00 AM|STR CLEAN|2306 MARKET ST San Francisco CA|POINT(-122.433374561 37.764075407000064)
958586521|01/02/2023 02:33:00 AM|STR CLEAN|2330 MARKET ST San Francisco CA|POINT(-122.43380776299995 37.76375910300004)
958454033|01/02/2023 02:33:00 AM|STR CLEAN|2365 MARKET ST San Francisco CA|POINT(-122.43433996499999 37.76316422200006)
PD36979880|01/02/2023 02:50:00 AM|ON SIDEWLK|875 BURNETT San Francisco CA|POINT(-122.44495046799994 37.74893408200006)
958483982|01/02/2023 04:02:00 AM|STR CLEAN|369 BROADWAY San Francisco CA|POINT(-122.40335650999998 37.79828428800005)
958292576|01/02/2023 04:05:00 AM|STR CLEAN|211 BROADWAY San Francisco CA|POINT(-122.40124407799999 37.798552235000045)
958586532|01/02/2023 04:16:00 AM|STR CLEAN|14 OTIS ST San Francisco CA|POINT(-122.41915745699998 37.77271937000006)
958292580|01/02/2023 04:18:00 AM|STR CLEAN|444 COLUMBUS AVE San Francisco CA|POINT(-122.40838692199998 37.79906571500004)
1006482536|01/02/2023 04:20:00 AM|STR CLEAN|755 BROADWAY San Francisco CA|POINT(-122.40934084699995 37.797532551000074)
958292591|01/02/2023 04:20:00 AM|STR CLEAN|644 BROADWAY San Francisco CA|POINT(-122.40774802699997 37.797740721000025)
958292602|01/02/2023 04:21:00 AM|STR CLEAN|721 BROADWAY San Francisco CA|POINT(-122.40893754899997 37.79758404200004)
958292613|01/02/2023 04:31:00 AM|STR CLEAN|10 6TH ST San Francisco CA|POINT(-122.46478846499997 37.78812455600007)
958292624|01/02/2023 04:32:00 AM|STR CLEAN|110 6TH ST San Francisco CA|POINT(-122.40851454999995 37.78081169100005)
1006482540|01/02/2023 04:33:00 AM|STR CLEAN|20 6TH STREET San Francisco CA|POINT(-122.40960114699999 37.78167601200005)
958483993|01/02/2023 04:33:00 AM|STR CLEAN|130 6TH ST San Francisco CA|POINT(-122.40820614499995 37.780568569000025)
958292635|01/02/2023 04:34:00 AM|STR CLEAN|180 6TH ST San Francisco CA|POINT(-122.407428461 37.77994894600005)
1006482551|01/02/2023 04:36:00 AM|STR CLEAN|245 6TH STREET San Francisco CA|POINT(-122.40653285199994 37.77924987100005)
958292646|01/02/2023 04:37:00 AM|STR CLEAN|259 6TH ST San Francisco CA|POINT(-122.40644440399996 37.77917972300003)
958292650|01/02/2023 04:38:00 AM|STR CLEAN|231 6TH ST San Francisco CA|POINT(-122.406715556 37.77939571600007)
958484004|01/02/2023 04:38:00 AM|STR CLEAN|175 6TH STREET San Francisco CA|POINT(-122.40749350699997 37.78001579600004)
1006482562|01/02/2023 04:39:00 AM|STR CLEAN|75 6TH STREET San Francisco CA|POINT(-122.40900236599998 37.781216580000034)
1006482573|01/02/2023 04:40:00 AM|STR CLEAN|39 6TH STREET San Francisco CA|POINT(-122.40939974899999 37.78153323200007)
958292661|01/02/2023 04:40:00 AM|STR CLEAN|91 6TH ST San Francisco CA|POINT(-122.40883127899997 37.781078939000054)
PD30258830|01/02/2023 04:54:00 AM|REG TABS|16TH UTAH San Francisco CA|POINT(-122.40597998835425 37.76008999802176)
958454044|01/02/2023 05:11:00 AM|STR CLEAN|4374 MISSION ST San Francisco CA|POINT(-122.43257354299999 37.72753431600006)
PD33460781|01/02/2023 05:12:00 AM|RED ZONE|2801 SLOAT BLVD San Francisco CA|POINT(-122.50426564192378 37.73532533170752)
958454055|01/02/2023 05:14:00 AM|STR CLEAN|4736 MISSION ST San Francisco CA|POINT(-122.43658322999994 37.72232357900003)
958454066|01/02/2023 05:16:00 AM|STR CLEAN|5316 MISSION ST San Francisco CA|POINT(-122.44286798199994 37.71438120100004)
958454070|01/02/2023 05:17:00 AM|STR CLEAN|5338 MISSION ST San Francisco CA|POINT(-122.44307167399995 37.71419068900008)
958454081|01/02/2023 05:18:00 AM|STR CLEAN|5360 MISSION ST San Francisco CA|POINT(-122.44327536599997 37.71400017800005)
958454092|01/02/2023 05:19:00 AM|STR CLEAN|5378 MISSION ST San Francisco CA|POINT(-122.44350260199997 37.71378965800005)
958454103|01/02/2023 05:22:00 AM|STR CLEAN|5880 MISSION ST San Francisco CA|POINT(-122.45224677699997 37.708953905000044)
958454114|01/02/2023 05:23:00 AM|STR CLEAN|5885 MISSION ST San Francisco CA|POINT(-122.45224756399995 37.70894170100007)
958454125|01/02/2023 05:24:00 AM|STR CLEAN|5873 MISSION ST San Francisco CA|POINT(-122.45201737099995 37.70902003900005)
958454136|01/02/2023 05:26:00 AM|STR CLEAN|5415 MISSION ST San Francisco CA|POINT(-122.44360331499996 37.71367993800004)
958454140|01/02/2023 05:28:00 AM|STR CLEAN|5355 MISSION ST San Francisco CA|POINT(-122.44302556799994 37.71421683300008)
958454151|01/02/2023 05:29:00 AM|STR CLEAN|5229 MISSION ST San Francisco CA|POINT(-122.44202372799998 37.71517546800004)
958454162|01/02/2023 05:31:00 AM|STR CLEAN|966 GENEVA AVE San Francisco CA|POINT(-122.44008540599998 37.715903181000044)
